epoch,train_loss,test_loss,mse_loss,text_visual_loss,visual_flava_loss,learning_rate
1,1282.7115963764072,357.96265084402904,572.9637345023777,4.173350024667585,3.5487393459177907,0.0005
2,1026.9351272109132,297.20772576184004,378.0662654142202,4.167298494658855,3.2443442914796914,0.0004998766647634146
3,915.8890547663528,167.94757264889546,287.6175598713182,4.167485559949223,3.141357466300822,0.0004995067807706464
4,817.3451033882473,134.87264275402757,196.24700245353745,4.164404848347539,3.10549046978447,0.0004988907130525397
5,778.4115558884899,114.1867690945264,162.8811745969405,4.16619008372289,3.0776518835044055,0.0004980290695935537
6,748.7885658785423,108.12983931073491,136.06968688964844,4.163850094220653,3.0635943857038983,0.0004969227007317545
7,732.5875168320555,103.13430558672603,125.82586437722911,4.16438020682483,3.033808243941076,0.0004955726983196356
8,720.9479241223069,91.29221441138606,115.15338163198152,4.1638927341247935,3.0289727271713827,0.0004939803946465898
9,699.5508547954678,88.213560116217,101.04241042996046,4.166236526477411,2.9925422320454755,0.0004921473611241012
10,689.8925970800175,80.83836928657864,94.86255885059049,4.167043480073443,2.9751502171806665,0.0004900754067349518
11,680.7183199106536,75.41246736419868,87.64016673875892,4.1656067267708154,2.965390756263496,0.00048776657624797354
12,676.6339211789717,68.95799831129749,85.38751369973888,4.162932382607312,2.956232065739839,0.00048522314820010856
13,660.0492106372525,59.06861247187076,70.21792344276949,4.165257914466147,2.949156416128881,0.0004824476326477683
14,647.4141277052601,56.020712929482784,60.59431580727145,4.16578957901238,2.934099058186786,0.0004794427686897109
15,651.4287793651131,66.32971286181338,64.05834878009298,4.163345102938066,2.9368521315710887,0.00047621152176388143
16,643.2256471622064,54.653935142185375,58.294701522921926,4.16521394030648,2.924654723694606,0.00047275708072088237
17,635.1466193347244,61.19603226940084,52.05766218197272,4.168317740007957,2.915444803534087,0.0004690828546769635
18,634.452136495839,57.775365888702204,53.28742272513254,4.1666164753599935,2.905823588371277,0.00046519246964963555
19,630.8693263841712,45.20826339129336,49.31910821665888,4.165132481118907,2.907751088557036,0.00046108976497922854
20,622.2738463597268,47.750173106697034,43.40039650105542,4.165350257980157,2.894367258000818,0.0004567787895399266
21,618.6180448354402,47.934762042501696,41.17170954639127,4.1641332111003235,2.887231671291849,0.00045226379774401804
22,614.0212982367284,43.32965687343052,37.96031392731282,4.165119277764552,2.8803048977940717,0.00044754924534330366
23,612.5066505574291,38.67460634101251,36.367935867783444,4.164248762663847,2.8806935615421083,0.00044263978503180843
24,608.6562179660204,42.96753277985946,34.29332925073849,4.164004460625026,2.871814453083536,0.00043754026185413325
25,606.130933110018,40.22612558684734,33.1838426056856,4.164571123833982,2.864735413782345,0.0004322557084239817
26,603.8675169382036,39.115813983893545,33.00100219916113,4.165267984319177,2.854332587733772,0.0004267913399575774
27,602.0580777944245,39.306996837165784,30.84728092880723,4.1653383933239105,2.856054002453822,0.0004211525491268756
28,601.690980899408,35.30815323539402,31.11148542795122,4.165344004305253,2.852897498918616,0.00041534490073764663
29,598.1810071483162,35.07505091673099,29.135906326104394,4.164407124430497,2.8452255103899087,0.00040937412623768486
30,598.2854214306944,36.493682422993345,30.405581610543386,4.1633180239185785,2.839399200048506,0.00040324611806056134
31,595.1392445060777,32.81128818203944,27.907360456004646,4.163811165353526,2.8361594173478784,0.0003969669238105035
32,594.6504251231318,34.18949067370492,26.995367500352565,4.16211105577694,2.838275284500596,0.0003905427402941399
33,592.2499209575772,32.327348270771665,26.529164509743637,4.163419051199966,2.828603774124051,0.00038397990740500005
34,592.1661704874928,33.21138796599015,26.298431088465342,4.163178329882414,2.829338685325954,0.00037728490186680517
35,591.6586049713703,33.9050058696581,26.176286472296862,4.162637285564257,2.827411627177126,0.0003704643308417236
36,589.1979563458366,32.66079967806798,24.944518237380507,4.164635445020213,2.8212672175827973,0.0003635249254098996
37,588.3037342521715,34.015734050584875,24.92333705973181,4.164755230364592,2.816901994047698,0.0003564735339266898
38,587.3828801694124,33.111184422273816,24.223385034881023,4.1635414295315005,2.8157974888819344,0.0003493171152641633
39,585.7217788222414,34.90865587743913,23.4697423780927,4.163994279707441,2.8112601671159636,0.00034206273194353526
40,583.9731570415615,30.329056538410068,22.143601707790207,4.162615315514322,2.809147786649858,0.0003347175431653106
41,583.7049742515043,33.09664851834315,22.536389054718967,4.162199424660725,2.8058429430730594,0.0003272887977440181
42,582.4900247325068,31.64871330735106,22.274780830241138,4.164047489995542,2.801076228574196,0.0003197838269545054
43,580.5267210776761,29.093817550943506,20.952476228986466,4.1637106045432715,2.7978711853856626,0.0003122100372968554
44,579.3768050863135,30.155410138716608,20.217299597603933,4.164148573549638,2.795797530908762,0.00030457490318706583
45,579.2978191494201,32.12990188598633,20.25717538632221,4.163754614243596,2.7952032385405547,0.0002968859595807019
46,577.9786433818177,31.248535665666093,20.082526988864686,4.164321416653461,2.78948055809329,0.0002891507945368057
47,577.8716893166488,30.327075620615705,19.445944359583883,4.164109656529397,2.79212871101332,0.0002813770417293979
48,576.3749854046365,29.428467241133223,18.84266721832086,4.16318482789934,2.7876616212892236,0.00027357237291396265
49,575.1894497130969,29.592758054318637,18.321055027268688,4.162826572145734,2.7843419550368504,0.0002657444903563519
50,575.8770763326136,32.55989763011103,18.72752028518582,4.162958661962,2.785747816103586,0.0002579011192315782
51,576.3221098147565,30.46015246610464,19.918054995329484,4.162806741939568,2.7820202711946473,0.00025005000000000003
52,574.6621059630969,31.432445443194844,17.911880818953424,4.163937155504405,2.7837511352870776,0.00024219888076842187
53,575.1120760899893,29.62096332763293,19.438306002883436,4.163081808860258,2.778368864000214,0.00023435550964364817
54,573.9867508218896,27.928470291706347,18.517618274096378,4.162761420196628,2.7773456714168097,0.00022652762708603736
55,573.4674125339674,28.29220778305338,18.175587790352957,4.1624140695015095,2.776459138585914,0.0002187229582706022
56,573.7663832006988,28.756642092829164,17.815354566396394,4.162584680948198,2.7797551177303244,0.0002109492054631943
57,571.5100931677018,29.796491350446427,17.44436128391242,4.161105395844264,2.7703286438995267,0.00020321404041929815
58,572.0312949233914,31.030338488750576,17.53064639523903,4.161467851318928,2.772503291598018,0.0001955250968129343
59,571.4530546768852,28.845749576639683,17.6773207587485,4.160699151317526,2.768878683540392,0.00018788996270314455
60,570.524883957383,29.33429219263681,16.825264729328037,4.1618081827341395,2.768498084559944,0.0001803161730454947
