epoch,train_loss,test_loss,mse_loss,text_visual_loss,visual_flava_loss,learning_rate
53,91.86675584686469,85.85991005275561,91.86675584686469,4.153349894174138,4.152552729067595,0.00023435550964364817
54,87.31018947814562,86.98861898102375,87.31018947814562,4.153021818362408,4.1522026210097795,0.00022652762708603736
55,88.39792152073072,81.94757869080728,88.39792152073072,4.153104719908341,4.152474835792684,0.0002187229582706022
56,81.92929522591348,84.43999561759996,81.92929522591348,4.15305237148119,4.152649149391221,0.0002109492054631943
57,87.28953230010796,83.27547843411843,87.28953230010796,4.152938234139674,4.152106640501793,0.00020321404041929815
58,80.83124167874733,81.30616769731415,80.83124167874733,4.153040141052341,4.151836490038759,0.0001955250968129343
59,80.12178238578464,83.19134289285411,80.12178238578464,4.1529323817780295,4.15242712394051,0.00018788996270314455
60,75.18326018908009,78.2218459230032,75.18326018908009,4.153224785135399,4.152250583127419,0.0001803161730454947
61,80.83631731116253,81.6130088427052,80.83631731116253,4.1531702154171395,4.1521383560962555,0.000172811202255982
62,83.06434515248175,87.20382244986777,83.06434515248175,4.152994706763984,4.152352441171682,0.00016538245683468946
63,77.35345127271569,76.3863010524963,77.35345127271569,4.1532036340014535,4.152568278105362,0.00015803726805646486
64,73.86572137678633,77.99805189807962,73.86572137678633,4.153064644855002,4.152245915454367,0.0001507828847358366
65,74.58659775064599,73.28753420432902,74.58659775064599,4.152746843255085,4.152496022467288,0.00014362646607331012
66,74.44723742941152,76.49774233895059,74.44723742941152,4.153056251336329,4.152620127482444,0.00013657507459010032
67,69.5687313909116,72.73600394681374,69.5687313909116,4.153035618503641,4.15246035445551,0.00012963566915827625
68,70.91267184144962,75.57512754831255,70.91267184144962,4.153120677663673,4.152262440379362,0.0001228150981331947
69,64.76998240310954,72.80334951270441,64.76998240310954,4.1530014091396925,4.152132736229748,0.00011612009259499975
70,65.79659406294734,79.64227384958208,65.79659406294734,4.152727725342934,4.152613017870032,0.00010955725970585996
71,65.69294615561918,71.24461900225337,65.69294615561918,4.153019515623957,4.15244966560269,0.00010313307618949639
72,64.0279049606797,74.42519544518512,64.0279049606797,4.153149704015033,4.15242564307977,9.685388193943853e-05
73,63.237615218073685,70.11238439334846,63.237615218073685,4.1529252736464795,4.152352393784138,9.072587376231502e-05
74,63.02811206793933,72.2489879442298,63.02811206793933,4.153205205194698,4.152498381478446,8.475509926235329e-05
75,60.551966566476764,71.12574943400318,60.551966566476764,4.15354873823083,4.152598437315189,7.894745087312428e-05
76,60.55356796928074,71.01543374387374,60.55356796928074,4.152826055976915,4.152535679917898,7.330866004242249e-05
77,59.33771349036175,71.63264176268015,59.33771349036175,4.152945358560692,4.152429041655167,6.784429157601826e-05
78,60.99352937307417,69.81379912950977,60.99352937307417,4.152959552610883,4.152605000489987,6.255973814586665e-05
79,58.65216665090241,69.38198544520029,58.65216665090241,4.153060615432929,4.152612800183504,5.746021496819153e-05
80,57.84075695535411,71.7135171357149,57.84075695535411,4.152925937072091,4.152551782797582,5.255075465669621e-05
81,56.50399567029491,70.36900666041404,56.50399567029491,4.152755304893351,4.152557513728645,4.7836202255981935e-05
82,56.997645123404745,71.04567585820737,56.997645123404745,4.1529267856052945,4.152653682305946,4.332121046007332e-05
83,55.144645169654986,70.05390693238063,55.144645169654986,4.152584303980288,4.152513564743611,3.9010235020771406e-05
84,56.12185563508028,71.06029723741993,56.12185563508028,4.153009882624845,4.1524073144663936,3.4907530350364275e-05
85,53.479016487642845,69.7971431187221,53.479016487642845,4.152956491671734,4.152593313537029,3.101714532303631e-05
86,53.961443290947386,70.70840150821283,53.961443290947386,4.152920083229586,4.152639944360863,2.734291927911748e-05
87,54.164718106666705,70.32695102099306,54.164718106666705,4.152755051666165,4.152618166822824,2.3888478236118467e-05
88,53.62703169354741,70.99125391800212,53.62703169354741,4.152668449449243,4.152527723253144,2.0657231310288976e-05
89,52.13949608654709,70.2642904719951,52.13949608654709,4.153167986721726,4.15268489736948,1.765236735223158e-05
90,50.626710761407885,69.01550956394361,50.626710761407885,4.152786832418501,4.152461478428811,1.4876851799891353e-05
91,52.52344437119383,69.3839522652004,52.52344437119383,4.1530385432036026,4.152317892690623,1.2333423752026378e-05
92,53.90308455947023,69.95851713381938,53.90308455947023,4.152924373283149,4.152302824932596,1.0024593265048112e-05
93,51.312866258325045,69.77078275502839,51.312866258325045,4.152852236113933,4.152596489983316,7.952638875898693e-06
94,52.101754135226614,69.54301462114228,52.101754135226614,4.152846657711526,4.152572122419843,6.119605353410108e-06
95,52.830511673637055,69.4904624512477,52.830511673637055,4.152843810016324,4.152728455407279,4.5273016803642555e-06
96,52.80302154351465,69.33227704918903,52.80302154351465,4.153089455195835,4.1523415435174975,3.177299268245343e-06
97,51.70284550826742,69.51736753475592,51.70284550826742,4.152865335808038,4.152546518337653,2.0709304064462834e-06
98,51.55533306050745,69.43103183722644,51.55533306050745,4.153024073713315,4.152508981479621,1.2092869474601555e-06
99,51.50551951153678,69.36043136312354,51.50551951153678,4.1525951823832825,4.152668761910859,5.932192293535241e-07
100,51.703475987689096,69.36010348870887,51.703475987689096,4.152856295153221,4.152574866454794,2.2333523658538663e-07
