epoch,train_loss,test_loss,mse_loss,text_visual_loss,visual_flava_loss,learning_rate
1,1300.2219784185754,370.0251923555173,572.1860425487068,3.6401796163239095,4.167544818072585,0.0005
2,1038.8085964037025,298.2341546479219,377.3892020468386,3.307096981113742,4.170292775823463,0.0004998766647634146
3,928.068019701087,172.40474042240876,291.7810198860879,3.1814349741669177,4.170847895722952,0.0004995067807706464
4,818.8055556398001,129.08792853503493,196.68823517035253,3.110586612861349,4.1706481424177655,0.0004988907130525397
5,775.6603097856415,121.35729729314768,162.5857643459154,3.065372639561292,4.173340901084568,0.0004980290695935537
6,743.843460367333,121.5541018847353,136.88218205611898,3.0348064047949657,4.1713539561869935,0.0004969227007317545
7,725.1564200265067,109.73754532144677,127.17187495261246,2.9899227086061275,4.169161738816255,0.0004955726983196356
8,704.3241954353285,86.06919834776694,113.13970587120293,2.955922442193357,4.167953384588964,0.0004939803946465898
9,687.3957326190072,101.65810716522407,102.99976341768821,2.9219798701150075,4.169335882115808,0.0004921473611241012
10,673.8159962529721,80.8164584947669,95.69466011568626,2.8906066980421175,4.167178137702231,0.0004900754067349518
11,664.2754518497064,75.46721907432035,86.94360574283955,2.8866592416111727,4.166479996272495,0.00048776657624797354
12,650.6136548533943,60.08312571270866,78.71926491304954,2.859471929739721,4.168979680316048,0.00048522314820010856
13,638.8753521842245,56.476130017582676,70.07520059621112,2.844000768957671,4.169630802936435,0.0004824476326477683
14,625.9339292538092,63.50821781750791,62.08336902405164,2.819252828633563,4.168169196348012,0.0004794427686897109
15,630.0843172251067,83.69682752715875,66.91390901174604,2.815852020838246,4.16739427080806,0.00047621152176388143
16,621.7068125090984,49.197442439772324,61.913294537467245,2.798967601349635,4.166264776857743,0.00047275708072088237
17,612.1318855996458,56.173150127718905,54.3585237064717,2.7888668286874427,4.166517773029967,0.0004690828546769635
18,607.8901352023486,48.81367230267258,54.117808513759826,2.76886164549715,4.166753964394516,0.00046519246964963555
19,602.2828139784914,45.34420696993052,49.436068374918115,2.764233704679501,4.1671629292624335,0.00046108976497922854
20,596.6222259331935,51.30140592444757,46.40728927991405,2.751074687294338,4.166523844559,0.0004567787895399266
21,587.4174552585768,44.87247130589456,40.67335363352521,2.7337204810255065,4.166658077180756,0.00045226379774401804
22,584.8373196998739,46.12807406549869,39.218320159438235,2.7280949998346173,4.16671840004299,0.00044754924534330366
23,583.1098039520454,40.26063188706866,39.092032770192404,2.7200888647055774,4.164918302749255,0.00044263978503180843
24,583.6789802882982,43.60998950981946,39.45787428624882,2.7211055178079544,4.164410308281087,0.00043754026185413325
25,575.6630482170152,37.26283386183081,34.49905139615077,2.7058199925452286,4.164162480312845,0.0004322557084239817
26,571.2715131866265,39.26314002090359,33.082961088381936,2.6909427516949105,4.1638779891944075,0.0004267913399575774
27,571.6697201936141,36.89023669462026,33.025306263325376,2.6932220918051204,4.16392623563731,0.0004211525491268756
28,568.6800343768197,33.30415047473789,31.660627969303487,2.685097002094577,4.163394483720293,0.00041534490073764663
29,565.8668946449801,35.25797194723757,30.532763641073096,2.6766706505177185,4.162913591965385,0.00040937412623768486
30,564.5059097953465,34.22952975397525,30.062513363287316,2.6722169884983797,4.164572690584645,0.00040324611806056134
31,559.5551903766135,34.85361654862113,27.876764025006974,2.658392121332773,4.163400248711153,0.0003969669238105035
32,560.9344700404575,32.121011189052034,28.794387118416545,2.660700430040774,4.161803806790654,0.0003905427402941399
33,556.6410967903848,31.00866609182417,26.079888965772547,2.652806071761232,4.162665016162469,0.00038397990740500005
34,556.7048256441673,29.959450828362694,26.854767592056938,2.649250304476815,4.162883155834601,0.00037728490186680517
35,557.6048728042508,30.155386563413632,26.218648922369347,2.6569311085695064,4.164275016843902,0.0003704643308417236
36,555.3564165008735,31.09690092809452,26.041247504098074,2.6465758322188573,4.163976251708795,0.0003635249254098996
37,553.8315558581619,32.34274830433152,25.03552318359754,2.643980178033343,4.162344058848316,0.0003564735339266898
38,551.9724907726975,31.479817491140423,23.921608065966495,2.6402544257063303,4.16260650439292,0.0003493171152641633
39,549.9331236655668,29.42755026846939,23.07528008881563,2.6342892380234617,4.162656245024308,0.00034206273194353526
40,549.2501834845691,29.76012285007453,22.23807800482519,2.635060513982121,4.161615607160959,0.0003347175431653106
41,549.0671904190727,33.409427962688184,22.756696487805858,2.6315525029757008,4.16202303637629,0.0003272887977440181
42,548.0937661117648,34.17783201703374,23.319190493281585,2.623872882831171,4.162691339942979,0.0003197838269545054
43,547.6218570685535,28.050561466572447,22.395003129236446,2.6261342800922276,4.160686466264429,0.0003122100372968554
44,545.251272829423,28.691473540312014,21.090558152761517,2.6208035560868543,4.161718338913059,0.00030457490318706583
45,543.78664289202,33.11845919212199,20.314251129671653,2.617361943914283,4.162965281409506,0.0002968859595807019
46,543.6674732658433,29.10952705478076,20.518745386822623,2.615743631161518,4.162321375023504,0.0002891507945368057
47,542.748905158191,28.40642257951061,19.724247322319457,2.6151232815677337,4.162554939341101,0.0002813770417293979
48,542.698432116775,30.498502991954734,19.840414070934983,2.6142901263622025,4.16294300926398,0.00027357237291396265
49,541.2579159943954,28.318560961610782,19.426369287952873,2.60915774440173,4.163495205944369,0.0002657444903563519
50,541.545261548913,29.287757725449083,18.80580154561108,2.613697310412152,4.163536359064327,0.0002579011192315782
51,542.0139372452446,27.20107569013323,20.060324177238513,2.6097680545001296,4.163712234970946,0.00025005000000000003
52,539.5792369013247,30.60727362306962,18.298612493905964,2.606403144250005,4.163627745942299,0.00024219888076842187
53,539.9048416422021,25.65460369749839,19.505002205416282,2.601999219900333,4.164247428408321,0.00023435550964364817
54,538.2865204426072,25.862690309560076,17.851665425744855,2.6021742931804304,4.164205887302849,0.00022652762708603736
